seqnames	start	end	width	gene	Reads	Background	ReadsPerMb	Library
chr8	34975851	34980867	5017	BLM/RECQL5	1274250	1.8%	177	fucci_blm_recq5_c16_w23_single_3e8_S287_
chr9	67823640	68354428	530789	BLM/RECQL5	1274250	1.8%	177	fucci_blm_recq5_c16_w23_single_3e8_S287_
chr10	7964751	7978294	13544	BLM/RECQL5	1274250	1.8%	177	fucci_blm_recq5_c16_w23_single_3e8_S287_
chr10	118928106	118931993	3888	BLM/RECQL5	1274250	1.8%	177	fucci_blm_recq5_c16_w23_single_3e8_S287_
chr12	24948999	24956523	7525	BLM/RECQL5	1274250	1.8%	177	fucci_blm_recq5_c16_w23_single_3e8_S287_
chr13	105571905	105589336	17432	BLM/RECQL5	1274250	1.8%	177	fucci_blm_recq5_c16_w23_single_3e8_S287_
chr15	60805790	60813040	7251	BLM/RECQL5	1274250	1.8%	177	fucci_blm_recq5_c16_w23_single_3e8_S287_
chr15	72606750	72673756	67007	BLM/RECQL5	1274250	1.8%	177	fucci_blm_recq5_c16_w23_single_3e8_S287_
chr15	74067375	74115944	48570	BLM/RECQL5	1274250	1.8%	177	fucci_blm_recq5_c16_w23_single_3e8_S287_
chr15	89907810	89921283	13474	BLM/RECQL5	1274250	1.8%	177	fucci_blm_recq5_c16_w23_single_3e8_S287_
chr16	21361082	21499210	138129	BLM/RECQL5	1274250	1.8%	177	fucci_blm_recq5_c16_w23_single_3e8_S287_
chr16	22699089	22702242	3154	BLM/RECQL5	1274250	1.8%	177	fucci_blm_recq5_c16_w23_single_3e8_S287_
chr18	71487921	71495919	7999	BLM/RECQL5	1274250	1.8%	177	fucci_blm_recq5_c16_w23_single_3e8_S287_
chr21	23120564	23122668	2105	BLM/RECQL5	1274250	1.8%	177	fucci_blm_recq5_c16_w23_single_3e8_S287_
chrX	115478377	115482854	4478	BLM/RECQL5	1274250	1.8%	177	fucci_blm_recq5_c16_w23_single_3e8_S287_
chr2	99132856	99133979	1124	BLM/RECQL5	1455124	1.3%	208	fucci_blm_recq5_c16_w27_single_3e8_S289_
chr7	90778321	90789274	10954	BLM/RECQL5	1455124	1.3%	208	fucci_blm_recq5_c16_w27_single_3e8_S289_
chr9	130805438	130810599	5162	BLM/RECQL5	1455124	1.3%	208	fucci_blm_recq5_c16_w27_single_3e8_S289_
chr12	1735281	1758377	23097	BLM/RECQL5	1455124	1.3%	208	fucci_blm_recq5_c16_w27_single_3e8_S289_
chr13	55499732	55505877	6146	BLM/RECQL5	1455124	1.3%	208	fucci_blm_recq5_c16_w27_single_3e8_S289_
chr15	72671760	72678562	6803	BLM/RECQL5	1455124	1.3%	208	fucci_blm_recq5_c16_w27_single_3e8_S289_
chr15	74015852	74024200	8349	BLM/RECQL5	1455124	1.3%	208	fucci_blm_recq5_c16_w27_single_3e8_S289_
chr16	21209848	21509513	299666	BLM/RECQL5	1455124	1.3%	208	fucci_blm_recq5_c16_w27_single_3e8_S289_
chr16	22698395	22823569	125175	BLM/RECQL5	1455124	1.3%	208	fucci_blm_recq5_c16_w27_single_3e8_S289_
chr16	28535989	28538425	2437	BLM/RECQL5	1455124	1.3%	208	fucci_blm_recq5_c16_w27_single_3e8_S289_
chr19	27340428	27349141	8714	BLM/RECQL5	1455124	1.3%	208	fucci_blm_recq5_c16_w27_single_3e8_S289_
chr19	27398985	27849903	450919	BLM/RECQL5	1455124	1.3%	208	fucci_blm_recq5_c16_w27_single_3e8_S289_
chr22	23289553	23303454	13902	BLM/RECQL5	1455124	1.3%	208	fucci_blm_recq5_c16_w27_single_3e8_S289_
chrX	19144144	19149329	5186	BLM/RECQL5	1455124	1.3%	208	fucci_blm_recq5_c16_w27_single_3e8_S289_
chr1	169711319	169856855	145537	BLM/RECQL5	182180	1.4%	29	fucci_blm_recq5_c16_w29_single_3e8_S290_
chr2	79909180	79946382	37203	BLM/RECQL5	182180	1.4%	29	fucci_blm_recq5_c16_w29_single_3e8_S290_
chr2	145227922	145273641	45720	BLM/RECQL5	182180	1.4%	29	fucci_blm_recq5_c16_w29_single_3e8_S290_
chr3	108064290	108184391	120102	BLM/RECQL5	182180	1.4%	29	fucci_blm_recq5_c16_w29_single_3e8_S290_
chr3	119845442	119915479	70038	BLM/RECQL5	182180	1.4%	29	fucci_blm_recq5_c16_w29_single_3e8_S290_
chr3	177613681	177616122	2442	BLM/RECQL5	182180	1.4%	29	fucci_blm_recq5_c16_w29_single_3e8_S290_
chr3	191553351	191564576	11226	BLM/RECQL5	182180	1.4%	29	fucci_blm_recq5_c16_w29_single_3e8_S290_
chr4	70509141	70576530	67390	BLM/RECQL5	182180	1.4%	29	fucci_blm_recq5_c16_w29_single_3e8_S290_
chr4	183015173	183033292	18120	BLM/RECQL5	182180	1.4%	29	fucci_blm_recq5_c16_w29_single_3e8_S290_
chr5	137139620	137158295	18676	BLM/RECQL5	182180	1.4%	29	fucci_blm_recq5_c16_w29_single_3e8_S290_
chr5	161227616	161292380	64765	BLM/RECQL5	182180	1.4%	29	fucci_blm_recq5_c16_w29_single_3e8_S290_
chr6	121225194	121503865	278672	BLM/RECQL5	182180	1.4%	29	fucci_blm_recq5_c16_w29_single_3e8_S290_
chr7	83009110	83083554	74445	BLM/RECQL5	182180	1.4%	29	fucci_blm_recq5_c16_w29_single_3e8_S290_
chr8	11584791	11652241	67451	BLM/RECQL5	182180	1.4%	29	fucci_blm_recq5_c16_w29_single_3e8_S290_
chr9	17824531	17865004	40474	BLM/RECQL5	182180	1.4%	29	fucci_blm_recq5_c16_w29_single_3e8_S290_
chr9	129399043	129415815	16773	BLM/RECQL5	182180	1.4%	29	fucci_blm_recq5_c16_w29_single_3e8_S290_
chr10	26057644	26079681	22038	BLM/RECQL5	182180	1.4%	29	fucci_blm_recq5_c16_w29_single_3e8_S290_
chr12	46387120	46430663	43544	BLM/RECQL5	182180	1.4%	29	fucci_blm_recq5_c16_w29_single_3e8_S290_
chr13	104149508	104259980	110473	BLM/RECQL5	182180	1.4%	29	fucci_blm_recq5_c16_w29_single_3e8_S290_
chr18	38960829	39015881	55053	BLM/RECQL5	182180	1.4%	29	fucci_blm_recq5_c16_w29_single_3e8_S290_
chrX	7543064	7569891	26828	BLM/RECQL5	182180	1.4%	29	fucci_blm_recq5_c16_w29_single_3e8_S290_
chrX	47954718	48027656	72939	BLM/RECQL5	182180	1.4%	29	fucci_blm_recq5_c16_w29_single_3e8_S290_
chrX	149168171	149212638	44468	BLM/RECQL5	182180	1.4%	29	fucci_blm_recq5_c16_w29_single_3e8_S290_
chr1	163956215	163974662	18448	BLM/RECQL5	1249576	1.2%	175	fucci_blm_recq5_c16_w37_single_3e8_S294_
chr2	45490582	45519880	29299	BLM/RECQL5	1249576	1.2%	175	fucci_blm_recq5_c16_w37_single_3e8_S294_
chr2	205727676	205747887	20212	BLM/RECQL5	1249576	1.2%	175	fucci_blm_recq5_c16_w37_single_3e8_S294_
chr3	75035367	75042467	7101	BLM/RECQL5	1249576	1.2%	175	fucci_blm_recq5_c16_w37_single_3e8_S294_
chr4	37469491	37478589	9099	BLM/RECQL5	1249576	1.2%	175	fucci_blm_recq5_c16_w37_single_3e8_S294_
chr6	43480187	43481015	829	BLM/RECQL5	1249576	1.2%	175	fucci_blm_recq5_c16_w37_single_3e8_S294_
chr6	137387667	137401356	13690	BLM/RECQL5	1249576	1.2%	175	fucci_blm_recq5_c16_w37_single_3e8_S294_
chr8	117714035	117718370	4336	BLM/RECQL5	1249576	1.2%	175	fucci_blm_recq5_c16_w37_single_3e8_S294_
chr9	67824167	68337700	513534	BLM/RECQL5	1249576	1.2%	175	fucci_blm_recq5_c16_w37_single_3e8_S294_
chr11	93444630	93445910	1281	BLM/RECQL5	1249576	1.2%	175	fucci_blm_recq5_c16_w37_single_3e8_S294_
chr12	102875331	102897670	22340	BLM/RECQL5	1249576	1.2%	175	fucci_blm_recq5_c16_w37_single_3e8_S294_
chr13	64148484	64157426	8943	BLM/RECQL5	1249576	1.2%	175	fucci_blm_recq5_c16_w37_single_3e8_S294_
chr14	80704208	80712958	8751	BLM/RECQL5	1249576	1.2%	175	fucci_blm_recq5_c16_w37_single_3e8_S294_
chr15	60800423	60811308	10886	BLM/RECQL5	1249576	1.2%	175	fucci_blm_recq5_c16_w37_single_3e8_S294_
chr15	79773230	79776665	3436	BLM/RECQL5	1249576	1.2%	175	fucci_blm_recq5_c16_w37_single_3e8_S294_
chr16	68746312	68755150	8839	BLM/RECQL5	1249576	1.2%	175	fucci_blm_recq5_c16_w37_single_3e8_S294_
chr17	58972222	58987243	15022	BLM/RECQL5	1249576	1.2%	175	fucci_blm_recq5_c16_w37_single_3e8_S294_
chr19	24377522	24381103	3582	BLM/RECQL5	1249576	1.2%	175	fucci_blm_recq5_c16_w37_single_3e8_S294_
chr19	24896688	27243189	2346502	BLM/RECQL5	1249576	1.2%	175	fucci_blm_recq5_c16_w37_single_3e8_S294_
chr2	149273534	149275697	2164	BLM/RECQL5	1412716	6.3%	200	fucci_blm_recq5_c16_w39_single_3e8_S295_
chr3	46875823	46895930	20108	BLM/RECQL5	1412716	6.3%	200	fucci_blm_recq5_c16_w39_single_3e8_S295_
chr3	70038690	70039449	760	BLM/RECQL5	1412716	6.3%	200	fucci_blm_recq5_c16_w39_single_3e8_S295_
chr4	3982651	4024196	41546	BLM/RECQL5	1412716	6.3%	200	fucci_blm_recq5_c16_w39_single_3e8_S295_
chr4	4107151	4122048	14898	BLM/RECQL5	1412716	6.3%	200	fucci_blm_recq5_c16_w39_single_3e8_S295_
chr8	3495399	3517338	21940	BLM/RECQL5	1412716	6.3%	200	fucci_blm_recq5_c16_w39_single_3e8_S295_
chr8	86117579	86129162	11584	BLM/RECQL5	1412716	6.3%	200	fucci_blm_recq5_c16_w39_single_3e8_S295_
chr8	125493782	125494410	629	BLM/RECQL5	1412716	6.3%	200	fucci_blm_recq5_c16_w39_single_3e8_S295_
chr8	143274620	143275497	878	BLM/RECQL5	1412716	6.3%	200	fucci_blm_recq5_c16_w39_single_3e8_S295_
chr9	98280644	98316380	35737	BLM/RECQL5	1412716	6.3%	200	fucci_blm_recq5_c16_w39_single_3e8_S295_
chr9	130804955	130809260	4306	BLM/RECQL5	1412716	6.3%	200	fucci_blm_recq5_c16_w39_single_3e8_S295_
chr10	9357169	9376456	19288	BLM/RECQL5	1412716	6.3%	200	fucci_blm_recq5_c16_w39_single_3e8_S295_
chr10	82780076	82788266	8191	BLM/RECQL5	1412716	6.3%	200	fucci_blm_recq5_c16_w39_single_3e8_S295_
chr10	87105661	87112836	7176	BLM/RECQL5	1412716	6.3%	200	fucci_blm_recq5_c16_w39_single_3e8_S295_
chr11	34536054	34551725	15672	BLM/RECQL5	1412716	6.3%	200	fucci_blm_recq5_c16_w39_single_3e8_S295_
chr11	94150030	94153958	3929	BLM/RECQL5	1412716	6.3%	200	fucci_blm_recq5_c16_w39_single_3e8_S295_
chr12	72419200	72427341	8142	BLM/RECQL5	1412716	6.3%	200	fucci_blm_recq5_c16_w39_single_3e8_S295_
chr12	118098479	118106341	7863	BLM/RECQL5	1412716	6.3%	200	fucci_blm_recq5_c16_w39_single_3e8_S295_
chr13	107897599	107904858	7260	BLM/RECQL5	1412716	6.3%	200	fucci_blm_recq5_c16_w39_single_3e8_S295_
chr14	97218772	97222438	3667	BLM/RECQL5	1412716	6.3%	200	fucci_blm_recq5_c16_w39_single_3e8_S295_
chr15	60806599	60812257	5659	BLM/RECQL5	1412716	6.3%	200	fucci_blm_recq5_c16_w39_single_3e8_S295_
chr15	72604432	72624061	19630	BLM/RECQL5	1412716	6.3%	200	fucci_blm_recq5_c16_w39_single_3e8_S295_
chr15	74048493	74118435	69943	BLM/RECQL5	1412716	6.3%	200	fucci_blm_recq5_c16_w39_single_3e8_S295_
chr15	89334976	89350034	15059	BLM/RECQL5	1412716	6.3%	200	fucci_blm_recq5_c16_w39_single_3e8_S295_
chr16	21400611	21511460	110850	BLM/RECQL5	1412716	6.3%	200	fucci_blm_recq5_c16_w39_single_3e8_S295_
chr16	22673031	22680106	7076	BLM/RECQL5	1412716	6.3%	200	fucci_blm_recq5_c16_w39_single_3e8_S295_
chr16	68087928	68102652	14725	BLM/RECQL5	1412716	6.3%	200	fucci_blm_recq5_c16_w39_single_3e8_S295_
chr17	50089514	50096062	6549	BLM/RECQL5	1412716	6.3%	200	fucci_blm_recq5_c16_w39_single_3e8_S295_
chr20	23280901	23304099	23199	BLM/RECQL5	1412716	6.3%	200	fucci_blm_recq5_c16_w39_single_3e8_S295_
chr21	16582244	16606864	24621	BLM/RECQL5	1412716	6.3%	200	fucci_blm_recq5_c16_w39_single_3e8_S295_
chr22	23286460	23290818	4359	BLM/RECQL5	1412716	6.3%	200	fucci_blm_recq5_c16_w39_single_3e8_S295_
chr22	32928108	32934402	6295	BLM/RECQL5	1412716	6.3%	200	fucci_blm_recq5_c16_w39_single_3e8_S295_
chrX	25728334	25733180	4847	BLM/RECQL5	1412716	6.3%	200	fucci_blm_recq5_c16_w39_single_3e8_S295_
chr9	130780490	130846744	66255	BLM/RECQL5	283706	1.7%	44	fucci_blm_recq5_c16_w41_single_3e8_S296_
chr15	60817984	60845268	27285	BLM/RECQL5	283706	1.7%	44	fucci_blm_recq5_c16_w41_single_3e8_S296_
chr15	89326320	89386786	60467	BLM/RECQL5	283706	1.7%	44	fucci_blm_recq5_c16_w41_single_3e8_S296_
chr16	30696382	30741576	45195	BLM/RECQL5	283706	1.7%	44	fucci_blm_recq5_c16_w41_single_3e8_S296_
chr21	15874903	15899137	24235	BLM/RECQL5	283706	1.7%	44	fucci_blm_recq5_c16_w41_single_3e8_S296_
chr22	23272042	23361040	88999	BLM/RECQL5	283706	1.7%	44	fucci_blm_recq5_c16_w41_single_3e8_S296_
chr2	104180834	104185898	5065	BLM/RECQL5	2254966	0.6%	288	fucci_blm_recq5_c16_w43_single_3e8_S297_
chr3	501872	504423	2552	BLM/RECQL5	2254966	0.6%	288	fucci_blm_recq5_c16_w43_single_3e8_S297_
chr3	150981220	150981765	546	BLM/RECQL5	2254966	0.6%	288	fucci_blm_recq5_c16_w43_single_3e8_S297_
chr6	437059	534414	97356	BLM/RECQL5	2254966	0.6%	288	fucci_blm_recq5_c16_w43_single_3e8_S297_
chr6	62893129	62898997	5869	BLM/RECQL5	2254966	0.6%	288	fucci_blm_recq5_c16_w43_single_3e8_S297_
chr8	6943663	7157433	213771	BLM/RECQL5	2254966	0.6%	288	fucci_blm_recq5_c16_w43_single_3e8_S297_
chr8	8277723	8437194	159472	BLM/RECQL5	2254966	0.6%	288	fucci_blm_recq5_c16_w43_single_3e8_S297_
chr8	132266252	132274584	8333	BLM/RECQL5	2254966	0.6%	288	fucci_blm_recq5_c16_w43_single_3e8_S297_
chr9	8590111	8610189	20079	BLM/RECQL5	2254966	0.6%	288	fucci_blm_recq5_c16_w43_single_3e8_S297_
chr9	130798724	130806393	7670	BLM/RECQL5	2254966	0.6%	288	fucci_blm_recq5_c16_w43_single_3e8_S297_
chr15	72629987	72673685	43699	BLM/RECQL5	2254966	0.6%	288	fucci_blm_recq5_c16_w43_single_3e8_S297_
chr15	74065776	74108058	42283	BLM/RECQL5	2254966	0.6%	288	fucci_blm_recq5_c16_w43_single_3e8_S297_
chr16	21398151	21479237	81087	BLM/RECQL5	2254966	0.6%	288	fucci_blm_recq5_c16_w43_single_3e8_S297_
chr16	21567938	21571878	3941	BLM/RECQL5	2254966	0.6%	288	fucci_blm_recq5_c16_w43_single_3e8_S297_
chr16	22661778	22665439	3662	BLM/RECQL5	2254966	0.6%	288	fucci_blm_recq5_c16_w43_single_3e8_S297_
chr16	22677996	22679782	1787	BLM/RECQL5	2254966	0.6%	288	fucci_blm_recq5_c16_w43_single_3e8_S297_
chr19	14852175	14870912	18738	BLM/RECQL5	2254966	0.6%	288	fucci_blm_recq5_c16_w43_single_3e8_S297_
chr21	23210570	23221199	10630	BLM/RECQL5	2254966	0.6%	288	fucci_blm_recq5_c16_w43_single_3e8_S297_
chr22	23277359	23314632	37274	BLM/RECQL5	2254966	0.6%	288	fucci_blm_recq5_c16_w43_single_3e8_S297_
chrX	103516923	103994237	477315	BLM/RECQL5	2254966	0.6%	288	fucci_blm_recq5_c16_w43_single_3e8_S297_
chrX	104050750	104567860	517111	BLM/RECQL5	2254966	0.6%	288	fucci_blm_recq5_c16_w43_single_3e8_S297_
chr1	57164672	57243457	78786	BLM/RECQL5	221212	7.8%	27	fucci_blm_recq5_c16_w45_single_3e8_S298_
chr1	69244226	69483490	239265	BLM/RECQL5	221212	7.8%	27	fucci_blm_recq5_c16_w45_single_3e8_S298_
chr1	206303278	206412026	108749	BLM/RECQL5	221212	7.8%	27	fucci_blm_recq5_c16_w45_single_3e8_S298_
chr1	213983415	214022371	38957	BLM/RECQL5	221212	7.8%	27	fucci_blm_recq5_c16_w45_single_3e8_S298_
chr2	81518377	81643607	125231	BLM/RECQL5	221212	7.8%	27	fucci_blm_recq5_c16_w45_single_3e8_S298_
chr2	195816848	195867346	50499	BLM/RECQL5	221212	7.8%	27	fucci_blm_recq5_c16_w45_single_3e8_S298_
chr3	8325896	8346618	20723	BLM/RECQL5	221212	7.8%	27	fucci_blm_recq5_c16_w45_single_3e8_S298_
chr5	175642647	175695763	53117	BLM/RECQL5	221212	7.8%	27	fucci_blm_recq5_c16_w45_single_3e8_S298_
chr7	4716383	4773140	56758	BLM/RECQL5	221212	7.8%	27	fucci_blm_recq5_c16_w45_single_3e8_S298_
chr7	91790219	91848682	58464	BLM/RECQL5	221212	7.8%	27	fucci_blm_recq5_c16_w45_single_3e8_S298_
chr8	51789140	51984903	195764	BLM/RECQL5	221212	7.8%	27	fucci_blm_recq5_c16_w45_single_3e8_S298_
chr8	53358744	53580784	222041	BLM/RECQL5	221212	7.8%	27	fucci_blm_recq5_c16_w45_single_3e8_S298_
chr9	120443390	120479047	35658	BLM/RECQL5	221212	7.8%	27	fucci_blm_recq5_c16_w45_single_3e8_S298_
chr12	107672999	107729029	56031	BLM/RECQL5	221212	7.8%	27	fucci_blm_recq5_c16_w45_single_3e8_S298_
chr14	47357414	47475511	118098	BLM/RECQL5	221212	7.8%	27	fucci_blm_recq5_c16_w45_single_3e8_S298_
chr15	63250888	63333920	83033	BLM/RECQL5	221212	7.8%	27	fucci_blm_recq5_c16_w45_single_3e8_S298_
chr19	24403080	24905502	502423	BLM/RECQL5	221212	7.8%	27	fucci_blm_recq5_c16_w45_single_3e8_S298_
chr22	22738783	22751233	12451	BLM/RECQL5	221212	7.8%	27	fucci_blm_recq5_c16_w45_single_3e8_S298_
chr1	8362292	8365636	3345	BLM/RECQL5	3109768	0.7%	350	fucci_blm_recq5_c16_w7_single_3e8_S279_
chr1	201760622	201766215	5594	BLM/RECQL5	3109768	0.7%	350	fucci_blm_recq5_c16_w7_single_3e8_S279_
chr3	74902070	74907722	5653	BLM/RECQL5	3109768	0.7%	350	fucci_blm_recq5_c16_w7_single_3e8_S279_
chr7	1626365	1636898	10534	BLM/RECQL5	3109768	0.7%	350	fucci_blm_recq5_c16_w7_single_3e8_S279_
chr7	35780342	35784748	4407	BLM/RECQL5	3109768	0.7%	350	fucci_blm_recq5_c16_w7_single_3e8_S279_
chr8	7054417	7176432	122016	BLM/RECQL5	3109768	0.7%	350	fucci_blm_recq5_c16_w7_single_3e8_S279_
chr8	8205522	8339774	134253	BLM/RECQL5	3109768	0.7%	350	fucci_blm_recq5_c16_w7_single_3e8_S279_
chr8	51812976	51817937	4962	BLM/RECQL5	3109768	0.7%	350	fucci_blm_recq5_c16_w7_single_3e8_S279_
chr8	98612376	98619350	6975	BLM/RECQL5	3109768	0.7%	350	fucci_blm_recq5_c16_w7_single_3e8_S279_
chr9	21592229	21596149	3921	BLM/RECQL5	3109768	0.7%	350	fucci_blm_recq5_c16_w7_single_3e8_S279_
chr10	10076954	10080146	3193	BLM/RECQL5	3109768	0.7%	350	fucci_blm_recq5_c16_w7_single_3e8_S279_
chr11	12285440	12296212	10773	BLM/RECQL5	3109768	0.7%	350	fucci_blm_recq5_c16_w7_single_3e8_S279_
chr12	19316706	19323534	6829	BLM/RECQL5	3109768	0.7%	350	fucci_blm_recq5_c16_w7_single_3e8_S279_
chr12	52577268	52581760	4493	BLM/RECQL5	3109768	0.7%	350	fucci_blm_recq5_c16_w7_single_3e8_S279_
chr12	78266654	78269658	3005	BLM/RECQL5	3109768	0.7%	350	fucci_blm_recq5_c16_w7_single_3e8_S279_
chr15	60806785	60812968	6184	BLM/RECQL5	3109768	0.7%	350	fucci_blm_recq5_c16_w7_single_3e8_S279_
chr15	72670067	72671149	1083	BLM/RECQL5	3109768	0.7%	350	fucci_blm_recq5_c16_w7_single_3e8_S279_
chr15	74100885	74103933	3049	BLM/RECQL5	3109768	0.7%	350	fucci_blm_recq5_c16_w7_single_3e8_S279_
chr15	89338475	89342022	3548	BLM/RECQL5	3109768	0.7%	350	fucci_blm_recq5_c16_w7_single_3e8_S279_
chr16	21504855	21505893	1039	BLM/RECQL5	3109768	0.7%	350	fucci_blm_recq5_c16_w7_single_3e8_S279_
chr16	22591519	22629513	37995	BLM/RECQL5	3109768	0.7%	350	fucci_blm_recq5_c16_w7_single_3e8_S279_
chr19	23897233	24333551	436319	BLM/RECQL5	3109768	0.7%	350	fucci_blm_recq5_c16_w7_single_3e8_S279_
chr19	24402049	27599123	3197075	BLM/RECQL5	3109768	0.7%	350	fucci_blm_recq5_c16_w7_single_3e8_S279_
chr22	44344422	44354828	10407	BLM/RECQL5	3109768	0.7%	350	fucci_blm_recq5_c16_w7_single_3e8_S279_
chrX	70676293	70682403	6111	BLM/RECQL5	3109768	0.7%	350	fucci_blm_recq5_c16_w7_single_3e8_S279_
chr1	162243399	162247259	3861	BLM/RECQL5	1685096	1.1%	213	fucci_blm_recq5_c16_w9_single_3e8_S280_
chr2	132706776	132713296	6521	BLM/RECQL5	1685096	1.1%	213	fucci_blm_recq5_c16_w9_single_3e8_S280_
chr2	174009701	174016255	6555	BLM/RECQL5	1685096	1.1%	213	fucci_blm_recq5_c16_w9_single_3e8_S280_
chr2	217839317	217855261	15945	BLM/RECQL5	1685096	1.1%	213	fucci_blm_recq5_c16_w9_single_3e8_S280_
chr3	171352192	171361232	9041	BLM/RECQL5	1685096	1.1%	213	fucci_blm_recq5_c16_w9_single_3e8_S280_
chr5	21322901	21359756	36856	BLM/RECQL5	1685096	1.1%	213	fucci_blm_recq5_c16_w9_single_3e8_S280_
chr5	106654558	106658810	4253	BLM/RECQL5	1685096	1.1%	213	fucci_blm_recq5_c16_w9_single_3e8_S280_
chr6	23699496	23711177	11682	BLM/RECQL5	1685096	1.1%	213	fucci_blm_recq5_c16_w9_single_3e8_S280_
chr8	10038550	10056311	17762	BLM/RECQL5	1685096	1.1%	213	fucci_blm_recq5_c16_w9_single_3e8_S280_
chr8	69265516	69283585	18070	BLM/RECQL5	1685096	1.1%	213	fucci_blm_recq5_c16_w9_single_3e8_S280_
chr9	13505336	13516964	11629	BLM/RECQL5	1685096	1.1%	213	fucci_blm_recq5_c16_w9_single_3e8_S280_
chr9	100670828	100681335	10508	BLM/RECQL5	1685096	1.1%	213	fucci_blm_recq5_c16_w9_single_3e8_S280_
chr9	130805642	130817050	11409	BLM/RECQL5	1685096	1.1%	213	fucci_blm_recq5_c16_w9_single_3e8_S280_
chr10	45439922	46232252	792331	BLM/RECQL5	1685096	1.1%	213	fucci_blm_recq5_c16_w9_single_3e8_S280_
chr10	46554219	47434139	879921	BLM/RECQL5	1685096	1.1%	213	fucci_blm_recq5_c16_w9_single_3e8_S280_
chr11	4646117	4674189	28073	BLM/RECQL5	1685096	1.1%	213	fucci_blm_recq5_c16_w9_single_3e8_S280_
chr11	110872661	110908427	35767	BLM/RECQL5	1685096	1.1%	213	fucci_blm_recq5_c16_w9_single_3e8_S280_
chr11	117003172	117023058	19887	BLM/RECQL5	1685096	1.1%	213	fucci_blm_recq5_c16_w9_single_3e8_S280_
chr12	11815188	11824084	8897	BLM/RECQL5	1685096	1.1%	213	fucci_blm_recq5_c16_w9_single_3e8_S280_
chr13	78504799	78515673	10875	BLM/RECQL5	1685096	1.1%	213	fucci_blm_recq5_c16_w9_single_3e8_S280_
chr15	72692139	72705065	12927	BLM/RECQL5	1685096	1.1%	213	fucci_blm_recq5_c16_w9_single_3e8_S280_
chr15	74072182	74105910	33729	BLM/RECQL5	1685096	1.1%	213	fucci_blm_recq5_c16_w9_single_3e8_S280_
chr16	21518303	21523791	5489	BLM/RECQL5	1685096	1.1%	213	fucci_blm_recq5_c16_w9_single_3e8_S280_
chr16	22656933	22667974	11042	BLM/RECQL5	1685096	1.1%	213	fucci_blm_recq5_c16_w9_single_3e8_S280_
chr17	36230986	36339596	108611	BLM/RECQL5	1685096	1.1%	213	fucci_blm_recq5_c16_w9_single_3e8_S280_
chr17	37883714	37967364	83651	BLM/RECQL5	1685096	1.1%	213	fucci_blm_recq5_c16_w9_single_3e8_S280_
chr18	834933	835191	259	BLM/RECQL5	1685096	1.1%	213	fucci_blm_recq5_c16_w9_single_3e8_S280_
chr18	12139695	12159102	19408	BLM/RECQL5	1685096	1.1%	213	fucci_blm_recq5_c16_w9_single_3e8_S280_
chr18	75868248	75874783	6536	BLM/RECQL5	1685096	1.1%	213	fucci_blm_recq5_c16_w9_single_3e8_S280_
chr19	14667317	14671310	3994	BLM/RECQL5	1685096	1.1%	213	fucci_blm_recq5_c16_w9_single_3e8_S280_
chr20	18316857	18322599	5743	BLM/RECQL5	1685096	1.1%	213	fucci_blm_recq5_c16_w9_single_3e8_S280_
chr20	24412715	24414085	1371	BLM/RECQL5	1685096	1.1%	213	fucci_blm_recq5_c16_w9_single_3e8_S280_
chr22	23283134	23298466	15333	BLM/RECQL5	1685096	1.1%	213	fucci_blm_recq5_c16_w9_single_3e8_S280_
chrX	5171836	5179183	7348	BLM/RECQL5	1685096	1.1%	213	fucci_blm_recq5_c16_w9_single_3e8_S280_
chr1	48392065	48402043	9979	RECQL5	2259486	0.9%	266	fucci_recq5_c15_w13_single_3e8_S257_
chr5	19787145	19802691	15547	RECQL5	2259486	0.9%	266	fucci_recq5_c15_w13_single_3e8_S257_
chr5	54456962	54476217	19256	RECQL5	2259486	0.9%	266	fucci_recq5_c15_w13_single_3e8_S257_
chr15	60865065	60870833	5769	RECQL5	2259486	0.9%	266	fucci_recq5_c15_w13_single_3e8_S257_
chr15	72604309	72622031	17723	RECQL5	2259486	0.9%	266	fucci_recq5_c15_w13_single_3e8_S257_
chr15	74109192	74113859	4668	RECQL5	2259486	0.9%	266	fucci_recq5_c15_w13_single_3e8_S257_
chr16	21516555	21539507	22953	RECQL5	2259486	0.9%	266	fucci_recq5_c15_w13_single_3e8_S257_
chr16	22654951	22655370	420	RECQL5	2259486	0.9%	266	fucci_recq5_c15_w13_single_3e8_S257_
chr16	22699172	22701443	2272	RECQL5	2259486	0.9%	266	fucci_recq5_c15_w13_single_3e8_S257_
chr18	66746243	66759528	13286	RECQL5	2259486	0.9%	266	fucci_recq5_c15_w13_single_3e8_S257_
chr1	50167735	52405024	2237290	RECQL5	100736	1.1%	15	fucci_recq5_c15_w41_single_3e8_S271_
chr1	63060709	64654911	1594203	RECQL5	100736	1.1%	15	fucci_recq5_c15_w41_single_3e8_S271_
chr8	78653955	78793554	139600	RECQL5	100736	1.1%	15	fucci_recq5_c15_w41_single_3e8_S271_
chr8	82982619	83939231	956613	RECQL5	100736	1.1%	15	fucci_recq5_c15_w41_single_3e8_S271_
chr19	21079762	21097651	17890	RECQL5	100736	1.1%	15	fucci_recq5_c15_w41_single_3e8_S271_
chr6	12430929	12435026	4098	WT	1674716	1.2%	215	fucci_wt_c13_w23_single_3e8_S212_
