seqnames start end width gene Reads Background ReadsPerMb Library
chr6 370264 375310 5047 BLM 6497736 3.5% 738 zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr7 68628693 68628783 91 BLM 6497736 3.5% 738 zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr8 18126826 18128060 1235 BLM 6497736 3.5% 738 zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr8 18154085 18154463 379 BLM 6497736 3.5% 738 zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr10 46245022 46249748 4727 BLM 6497736 3.5% 738 zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr10 46560978 46597643 36666 BLM 6497736 3.5% 738 zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr10 61215437 61225682 10246 BLM 6497736 3.5% 738 zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr11 1885879 1891421 5543 BLM 6497736 3.5% 738 zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr11 1913667 1924620 10954 BLM 6497736 3.5% 738 zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr12 17635743 17649936 14194 BLM 6497736 3.5% 738 zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr12 17902865 17910614 7750 BLM 6497736 3.5% 738 zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr12 25760025 25768321 8297 BLM 6497736 3.5% 738 zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr12 115928678 115930100 1423 BLM 6497736 3.5% 738 zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr16 14686174 14808048 121875 BLM 6497736 3.5% 738 zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr16 15417702 15445739 28038 BLM 6497736 3.5% 738 zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr16 21463757 21487345 23589 BLM 6497736 3.5% 738 zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr16 22690500 22695016 4517 BLM 6497736 3.5% 738 zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr16 28306967 28322324 15358 BLM 6497736 3.5% 738 zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr16 28874127 28874189 63 BLM 6497736 3.5% 738 zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr19 5983412 6007239 23828 BLM 6497736 3.5% 738 zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr21 42242201 42243084 884 BLM 6497736 3.5% 738 zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chrX 74822209 74822471 263 BLM 6497736 3.5% 738 zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chrX 103944622 103988416 43795 BLM 6497736 3.5% 738 zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chrX 104251581 104264847 13267 BLM 6497736 3.5% 738 zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chrX 153003322 154505614 1502293 BLM 6497736 3.5% 738 zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_
chr1 16466792 16476359 9568 BLM 6983410 2.4% 771 zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr1 16919668 16920397 730 BLM 6983410 2.4% 771 zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr3 131995147 132002160 7014 BLM 6983410 2.4% 771 zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr4 15734744 15740209 5466 BLM 6983410 2.4% 771 zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr4 43203238 43205318 2081 BLM 6983410 2.4% 771 zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr6 381526 382447 922 BLM 6983410 2.4% 771 zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr6 22984712 22985125 414 BLM 6983410 2.4% 771 zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr6 87180277 87180356 80 BLM 6983410 2.4% 771 zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr6 145969294 145973609 4316 BLM 6983410 2.4% 771 zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr7 54554330 68630323 14075994 BLM 6983410 2.4% 771 zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr8 7158988 7159008 21 BLM 6983410 2.4% 771 zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr8 8193630 8232429 38800 BLM 6983410 2.4% 771 zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr9 130805791 130808823 3033 BLM 6983410 2.4% 771 zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr10 46328245 46361713 33469 BLM 6983410 2.4% 771 zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr10 46768039 46791602 23564 BLM 6983410 2.4% 771 zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr11 65436222 65438322 2101 BLM 6983410 2.4% 771 zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr11 69296931 69301963 5033 BLM 6983410 2.4% 771 zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr11 77680793 77682941 2149 BLM 6983410 2.4% 771 zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr12 17659374 17666695 7322 BLM 6983410 2.4% 771 zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr12 17865371 17873318 7948 BLM 6983410 2.4% 771 zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr15 60812469 60813607 1139 BLM 6983410 2.4% 771 zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr15 89343753 89348028 4276 BLM 6983410 2.4% 771 zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr16 14641083 14670485 29403 BLM 6983410 2.4% 771 zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr16 15321836 15399835 78000 BLM 6983410 2.4% 771 zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr16 21548554 21551743 3190 BLM 6983410 2.4% 771 zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr16 22665465 22665559 95 BLM 6983410 2.4% 771 zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr16 28303697 28319505 15809 BLM 6983410 2.4% 771 zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr16 28817572 28839168 21597 BLM 6983410 2.4% 771 zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr18 64859071 64861671 2601 BLM 6983410 2.4% 771 zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr19 24320931 24323349 2419 BLM 6983410 2.4% 771 zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr19 24891657 24897365 5709 BLM 6983410 2.4% 771 zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr21 30367057 30375501 8445 BLM 6983410 2.4% 771 zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr22 23288358 23290967 2610 BLM 6983410 2.4% 771 zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr22 35131745 35132832 1088 BLM 6983410 2.4% 771 zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chrX 103867158 103887997 20840 BLM 6983410 2.4% 771 zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chrX 104151103 104163295 12193 BLM 6983410 2.4% 771 zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_
chr1 10339591 10371497 31907 BLM 2632328 2.1% 338 zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chr3 1478543 1491258 12716 BLM 2632328 2.1% 338 zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chr5 113749433 113757832 8400 BLM 2632328 2.1% 338 zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chr5 113866034 113868548 2515 BLM 2632328 2.1% 338 zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chr5 172529513 172536074 6562 BLM 2632328 2.1% 338 zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chr5 173010237 173012438 2202 BLM 2632328 2.1% 338 zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chr6 559680 576313 16634 BLM 2632328 2.1% 338 zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chr8 9561097 9563203 2107 BLM 2632328 2.1% 338 zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chr9 100621736 100623230 1495 BLM 2632328 2.1% 338 zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chr9 130804348 130808715 4368 BLM 2632328 2.1% 338 zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chr13 47835535 47842463 6929 BLM 2632328 2.1% 338 zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chr15 60802302 60838358 36057 BLM 2632328 2.1% 338 zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chr15 89219808 89224599 4792 BLM 2632328 2.1% 338 zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chr16 21514544 21526091 11548 BLM 2632328 2.1% 338 zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chr16 22635710 22635842 133 BLM 2632328 2.1% 338 zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chr16 22655457 22666864 11408 BLM 2632328 2.1% 338 zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chr17 60807356 60833408 26053 BLM 2632328 2.1% 338 zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chr18 41619755 41626359 6605 BLM 2632328 2.1% 338 zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chr21 18215325 18224049 8725 BLM 2632328 2.1% 338 zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chr22 23277316 23280207 2892 BLM 2632328 2.1% 338 zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chrX 29247879 29248969 1091 BLM 2632328 2.1% 338 zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chrX 142570118 142575640 5523 BLM 2632328 2.1% 338 zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_
chr1 48925726 48931198 5473 BLM 2171632 3.3% 295 zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr2 4840621 4894805 54185 BLM 2171632 3.3% 295 zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr2 55516036 55516223 188 BLM 2171632 3.3% 295 zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr2 212335773 212374786 39014 BLM 2171632 3.3% 295 zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr3 57997435 58007997 10563 BLM 2171632 3.3% 295 zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr3 58563577 58564850 1274 BLM 2171632 3.3% 295 zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr5 15469723 15478471 8749 BLM 2171632 3.3% 295 zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr7 16078982 16105724 26743 BLM 2171632 3.3% 295 zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr7 29101635 29105418 3784 BLM 2171632 3.3% 295 zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr8 2084978 2112328 27351 BLM 2171632 3.3% 295 zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr8 7126033 7126721 689 BLM 2171632 3.3% 295 zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr8 7137657 7138980 1324 BLM 2171632 3.3% 295 zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr8 8345414 8349637 4224 BLM 2171632 3.3% 295 zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr8 11555075 11569972 14898 BLM 2171632 3.3% 295 zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr8 55464890 55469247 4358 BLM 2171632 3.3% 295 zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr8 55576675 55576741 67 BLM 2171632 3.3% 295 zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr8 100767450 100772630 5181 BLM 2171632 3.3% 295 zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr8 100794103 100796170 2068 BLM 2171632 3.3% 295 zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr8 118958055 118960191 2137 BLM 2171632 3.3% 295 zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr8 119283773 119283837 65 BLM 2171632 3.3% 295 zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr9 130810262 130812031 1770 BLM 2171632 3.3% 295 zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr10 25285104 25286250 1147 BLM 2171632 3.3% 295 zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr15 72617116 72670827 53712 BLM 2171632 3.3% 295 zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr15 74037196 74037199 4 BLM 2171632 3.3% 295 zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr16 21582756 21583297 542 BLM 2171632 3.3% 295 zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr16 22698836 22710339 11504 BLM 2171632 3.3% 295 zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr22 23286537 23295172 8636 BLM 2171632 3.3% 295 zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chrX 3987804 3993497 5694 BLM 2171632 3.3% 295 zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_
chr1 4726618 4733707 7090 BLM 2631682 1.8% 342 zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_
chr2 230523267 230528569 5303 BLM 2631682 1.8% 342 zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_
chr3 132908102 132962131 54030 BLM 2631682 1.8% 342 zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_
chr3 149257523 149263990 6468 BLM 2631682 1.8% 342 zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_
chr4 47705582 51794247 4088666 BLM 2631682 1.8% 342 zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_
chr7 34233879 34239220 5342 BLM 2631682 1.8% 342 zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_
chr8 70001400 70012297 10898 BLM 2631682 1.8% 342 zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_
chr8 70283894 70286163 2270 BLM 2631682 1.8% 342 zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_
chr8 110010158 110018932 8775 BLM 2631682 1.8% 342 zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_
chr8 110077414 110077459 46 BLM 2631682 1.8% 342 zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_
chr10 39577641 41707965 2130325 BLM 2631682 1.8% 342 zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_
chr12 30912560 30928435 15876 BLM 2631682 1.8% 342 zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_
chr13 73675378 73686065 10688 BLM 2631682 1.8% 342 zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_
chr15 34304714 34305438 725 BLM 2631682 1.8% 342 zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_
chr15 72634669 72649108 14440 BLM 2631682 1.8% 342 zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_
chr15 74073329 74103810 30482 BLM 2631682 1.8% 342 zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_
chr16 21578740 21581261 2522 BLM 2631682 1.8% 342 zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_
chr16 22648154 22648778 625 BLM 2631682 1.8% 342 zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_
chrX 7417136 7438626 21491 BLM 2631682 1.8% 342 zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_
chrX 92632600 92657690 25091 BLM 2631682 1.8% 342 zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_
chr1 14349567 14365523 15957 BLM 1479684 3.5% 219 zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr2 192884341 192890421 6081 BLM 1479684 3.5% 219 zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr3 50527774 50551117 23344 BLM 1479684 3.5% 219 zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr3 50606862 50666765 59904 BLM 1479684 3.5% 219 zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr4 90876829 90910713 33885 BLM 1479684 3.5% 219 zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr5 180126313 180156582 30270 BLM 1479684 3.5% 219 zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr5 180180690 180199653 18964 BLM 1479684 3.5% 219 zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr6 32757837 32821434 63598 BLM 1479684 3.5% 219 zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr7 112795681 112811438 15758 BLM 1479684 3.5% 219 zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr8 3814032 3816815 2784 BLM 1479684 3.5% 219 zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr8 6047748 6050664 2917 BLM 1479684 3.5% 219 zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr8 8453240 8465363 12124 BLM 1479684 3.5% 219 zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr8 10588343 10593148 4806 BLM 1479684 3.5% 219 zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr8 63901445 63905556 4112 BLM 1479684 3.5% 219 zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr8 63970377 63980866 10490 BLM 1479684 3.5% 219 zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr8 75474798 75478335 3538 BLM 1479684 3.5% 219 zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr8 75561052 75563816 2765 BLM 1479684 3.5% 219 zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr9 130805100 130809693 4594 BLM 1479684 3.5% 219 zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr10 75250449 75261700 11252 BLM 1479684 3.5% 219 zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr15 72420723 72423194 2472 BLM 1479684 3.5% 219 zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr15 72630435 72630939 505 BLM 1479684 3.5% 219 zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr15 74063550 74072286 8737 BLM 1479684 3.5% 219 zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr16 21356303 21358537 2235 BLM 1479684 3.5% 219 zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr16 22685414 22689629 4216 BLM 1479684 3.5% 219 zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr22 23295833 23301146 5314 BLM 1479684 3.5% 219 zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_
chr3 18956680 19014167 57488 BLM 1233530 2.5% 186 zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_
chr3 196486004 196516769 30766 BLM 1233530 2.5% 186 zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_
chr7 133459855 133463706 3852 BLM 1233530 2.5% 186 zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_
chr7 134045979 134075672 29694 BLM 1233530 2.5% 186 zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_
chr9 136352615 136401169 48555 BLM 1233530 2.5% 186 zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_
chr9 136595589 136596414 826 BLM 1233530 2.5% 186 zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_
chr10 117960853 117983753 22901 BLM 1233530 2.5% 186 zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_
chr11 104972098 104976933 4836 BLM 1233530 2.5% 186 zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_
chr11 133334754 133336463 1710 BLM 1233530 2.5% 186 zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_
chr13 71798325 71803194 4870 BLM 1233530 2.5% 186 zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_
chr15 60799886 60812805 12920 BLM 1233530 2.5% 186 zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_
chr15 89319299 89346142 26844 BLM 1233530 2.5% 186 zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_
chr16 21355106 21504979 149874 BLM 1233530 2.5% 186 zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_
chr16 22698828 22727829 29002 BLM 1233530 2.5% 186 zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_
chr18 8750134 8752247 2114 BLM 1233530 2.5% 186 zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_
chr2 104216108 104238938 22831 RECQL5 1159890 9.6% 177 zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr2 132504986 132546326 41341 RECQL5 1159890 9.6% 177 zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr2 225304481 225304878 398 RECQL5 1159890 9.6% 177 zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr3 151292172 151298442 6271 RECQL5 1159890 9.6% 177 zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr4 122117047 122142296 25250 RECQL5 1159890 9.6% 177 zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr4 183537397 183548363 10967 RECQL5 1159890 9.6% 177 zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr5 88437985 88456585 18601 RECQL5 1159890 9.6% 177 zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr6 119641767 119685622 43856 RECQL5 1159890 9.6% 177 zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr6 119711909 119773908 62000 RECQL5 1159890 9.6% 177 zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr7 53752373 53781612 29240 RECQL5 1159890 9.6% 177 zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr7 53943103 53949721 6619 RECQL5 1159890 9.6% 177 zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr7 68689340 68697641 8302 RECQL5 1159890 9.6% 177 zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr8 99606760 99614823 8064 RECQL5 1159890 9.6% 177 zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr8 99729816 99735884 6069 RECQL5 1159890 9.6% 177 zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr8 113234248 113249137 14890 RECQL5 1159890 9.6% 177 zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr8 113811924 113812950 1027 RECQL5 1159890 9.6% 177 zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr9 109210212 109213203 2992 RECQL5 1159890 9.6% 177 zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr9 130800404 130806804 6401 RECQL5 1159890 9.6% 177 zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr10 60091801 60092271 471 RECQL5 1159890 9.6% 177 zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr11 91215453 91220324 4872 RECQL5 1159890 9.6% 177 zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr12 47447591 47451500 3910 RECQL5 1159890 9.6% 177 zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr12 131053750 131058036 4287 RECQL5 1159890 9.6% 177 zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr16 21503300 21507445 4146 RECQL5 1159890 9.6% 177 zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr16 22699214 22708820 9607 RECQL5 1159890 9.6% 177 zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr18 44387902 44396727 8826 RECQL5 1159890 9.6% 177 zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr21 32093151 32119700 26550 RECQL5 1159890 9.6% 177 zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr21 32147090 32154789 7700 RECQL5 1159890 9.6% 177 zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr22 23277473 23299591 22119 RECQL5 1159890 9.6% 177 zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chrX 149648624 149689623 41000 RECQL5 1159890 9.6% 177 zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_
chr5 13477189 13567182 89994 RECQL5 458004 10.5% 73 zeid_RECQ5_UV300s_hoechst3_cluster15_well16_S506_
chr6 137174801 137219407 44607 RECQL5 458004 10.5% 73 zeid_RECQ5_UV300s_hoechst3_cluster15_well16_S506_
chr7 120288673 120357575 68903 RECQL5 458004 10.5% 73 zeid_RECQ5_UV300s_hoechst3_cluster15_well16_S506_
chr9 36540823 36562548 21726 RECQL5 458004 10.5% 73 zeid_RECQ5_UV300s_hoechst3_cluster15_well16_S506_
chr14 54960898 54976544 15647 RECQL5 458004 10.5% 73 zeid_RECQ5_UV300s_hoechst3_cluster15_well16_S506_
chr14 66176680 66193957 17278 RECQL5 458004 10.5% 73 zeid_RECQ5_UV300s_hoechst3_cluster15_well16_S506_
chr16 21181918 21504392 322475 RECQL5 458004 10.5% 73 zeid_RECQ5_UV300s_hoechst3_cluster15_well16_S506_
chr16 23549374 23727345 177972 RECQL5 458004 10.5% 73 zeid_RECQ5_UV300s_hoechst3_cluster15_well16_S506_
chr16 78711073 78803687 92615 RECQL5 458004 10.5% 73 zeid_RECQ5_UV300s_hoechst3_cluster15_well16_S506_
chr17 68424777 68475421 50645 RECQL5 458004 10.5% 73 zeid_RECQ5_UV300s_hoechst3_cluster15_well16_S506_
chr19 9435298 9484718 49421 RECQL5 458004 10.5% 73 zeid_RECQ5_UV300s_hoechst3_cluster15_well16_S506_
chr1 16641870 16725710 83841 RECQL5 1262762 13.7% 192 zeid_RECQ5_UV300s_hoechst3_cluster15_well19_S509_
chr1 16880681 16910364 29684 RECQL5 1262762 13.7% 192 zeid_RECQ5_UV300s_hoechst3_cluster15_well19_S509_
chr2 210546381 210559788 13408 RECQL5 1262762 13.7% 192 zeid_RECQ5_UV300s_hoechst3_cluster15_well19_S509_
chr2 210711242 210718806 7565 RECQL5 1262762 13.7% 192 zeid_RECQ5_UV300s_hoechst3_cluster15_well19_S509_
chr2 215922539 215959702 37164 RECQL5 1262762 13.7% 192 zeid_RECQ5_UV300s_hoechst3_cluster15_well19_S509_
chr2 216431911 216434476 2566 RECQL5 1262762 13.7% 192 zeid_RECQ5_UV300s_hoechst3_cluster15_well19_S509_
chr3 40474910 40476035 1126 RECQL5 1262762 13.7% 192 zeid_RECQ5_UV300s_hoechst3_cluster15_well19_S509_
chr3 41611009 41619449 8441 RECQL5 1262762 13.7% 192 zeid_RECQ5_UV300s_hoechst3_cluster15_well19_S509_
chr3 46561147 46562078 932 RECQL5 1262762 13.7% 192 zeid_RECQ5_UV300s_hoechst3_cluster15_well19_S509_
chr9 130801672 130810765 9094 RECQL5 1262762 13.7% 192 zeid_RECQ5_UV300s_hoechst3_cluster15_well19_S509_
chr10 39557673 41740485 2182813 RECQL5 1262762 13.7% 192 zeid_RECQ5_UV300s_hoechst3_cluster15_well19_S509_
chr12 87784090 87831032 46943 RECQL5 1262762 13.7% 192 zeid_RECQ5_UV300s_hoechst3_cluster15_well19_S509_
chr15 60853696 60891653 37958 RECQL5 1262762 13.7% 192 zeid_RECQ5_UV300s_hoechst3_cluster15_well19_S509_
chr15 72621558 72692012 70455 RECQL5 1262762 13.7% 192 zeid_RECQ5_UV300s_hoechst3_cluster15_well19_S509_
chr15 74108638 74114010 5373 RECQL5 1262762 13.7% 192 zeid_RECQ5_UV300s_hoechst3_cluster15_well19_S509_
